"ParticipantNumber","OverallExp","PreRegImp","PreRegExp","PreRegUse_clinicalTrial","PreRegUse_non-clinical","PreRegUse_RR","PreRegUse_protocol","PreRegUse_other","PreRegHigh","RRExp_stage1_acc","RRExp_stage2_acc","RRExp_stage1_rej","RRExp_stage2_rej","RRExp_other","PreRegConcerns","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_peer","CodeConcerns","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_none","CodeCon_violate","CodeCon_ip","DataImp","DataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataConcerns","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_cited","PrePubUse_read","PrePubConcerns","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_compare","PrePubConcern_none","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_repo","OSTools_osf","OSTools_github","OSTools_ardc","OSTools_csiro","OSTools_cloudstor","OSTools_embl","OSTools_figshare","OSTools_code","OSTools_datacite","OSTools_toolbox","OSTools_orcid","OSTools_FAIR","OSTools_instRepo","OSBarriers","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","RepDiscipline","crisis","RepEstimate","self_rep_own","self_rep_other","self_rep_pubOtherSuccess","self_rep_noPubSuccess","self_rep_noPubFail","self_rep_pubOtherFail","LearnedFrom_other","LearnedFrom_undergrad","LearnedFrom_myUniWorkshops","LearnedFrom_extWorkshops","LearnedFrom_internet","LearnedFrom_super","LearnedFrom_postgrad","LearnedFrom_otherUniWorkshops","LearnedFrom_colleagues","Teaching_no","Teaching_informal","Teaching_seminars","Teaching_ownStudents","Teaching_postgradUnits","Teaching_other","Teaching_fellowStudents","Teaching_undergradUnits","Funded","FundKnow","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","FORcode_2_num_0","AcademicLevel"
1180,"Some","Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,1,NA,NA,1,NA,NA,1,NA,"Somewhat important","Unaware",NA,NA,NA,NA,NA,"Yes",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Extremely important","Some Experience",NA,NA,1,NA,"No",1,1,NA,NA,NA,1,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm aware of it, but don't use","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I use this","No",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,4,"Slight Crisis",60,"I can't remember","I can't remember","No","No","No","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",17," Psychology and Cognitive Sciences",1702," Cognitive Sciences","Psyc & Cog Sciences","17","PhD Student"
1181,"Some","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,1,NA,NA,NA,1,NA,NA,NA,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Extremely important","Some Use",1,NA,NA,NA,NA,"No",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Somewhat unimportant","Unaware",NA,NA,NA,NA,"Yes",1,1,1,1,NA,1,NA,"Half",NA,1,1,1,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,1,NA,NA,NA,NA,"I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","No",NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,4,"Significant Crisis",49,"No","No","No","No","No","No",NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","Other"
1182,"Some","Not at all","Some Experience",NA,NA,NA,NA,1,"Other",NA,NA,NA,NA,NA,"Yes",1,1,1,1,1,NA,1,NA,NA,"Extremely important","Regular Use",1,NA,1,NA,NA,"No",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Extremely important","Regular Use",1,NA,NA,1,NA,"No",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All info needed is in publication",1,1,1,1,NA,1,NA,NA,1,"I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I use this","Yes",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,5,"Significant Crisis",40,"No","No","No","No","No","No",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"No","Yes",17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","17","PhD Student"
1183,"Unaware","Not at all","Some Experience",NA,NA,NA,1,NA,"I have published one preregistered study",NA,NA,NA,NA,NA,"No",1,1,NA,NA,NA,NA,NA,NA,NA,"Not at all","Regular Use",NA,1,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Not at all","Unaware",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","No",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",13," Education",1399," Other Education","Arts, Soc Sciences, & Humanities","13","Research Assistant"
1184,"Aware, But Not Used","Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,1,NA,NA,NA,NA,NA,NA,"Somewhat important","Unaware",NA,NA,NA,NA,NA,"Yes",NA,1,NA,1,NA,NA,1,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Not at all","Unaware",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,1,NA,"Some",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"All info needed is in publication",NA,NA,NA,NA,NA,1,NA,NA,1,"I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","Yes",1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,4,"Slight Crisis",66,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"No","No",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","Research Fellow"
1185,"Some","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,1,NA,NA,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Extremely important","Some Use",1,1,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Not at all","Unaware",NA,NA,NA,NA,"Yes",1,1,NA,NA,NA,NA,NA,"Some",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"I use this",NA,NA,NA,NA,NA,NA,NA,"I use this",NA,"I use this","Yes",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,"No Crisis",90,"Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,"Yes","Yes",12," Built Environment and Design",1205," Urban and Regional Planning","Other","12","Associate Professor"
1186,"Aware, But Not Used","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,1,NA,NA,NA,NA,"Somewhat important","Unaware",NA,NA,NA,NA,NA,"No",1,NA,NA,1,1,NA,NA,NA,NA,NA,"Extremely important","Some Use",NA,NA,NA,1,NA,"No",1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Not at all","Unaware",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,1,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",1,NA,NA,1,NA,1,NA,NA,NA,"I use this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I use this","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,5,"Significant Crisis",64,"No","No","No","No","No","No",NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"No","Yes",17," Psychology and Cognitive Sciences",1702," Cognitive Sciences","Psyc & Cog Sciences","17","Research Assistant"
1187,"Aware, But Not Used","Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,1,1,1,NA,NA,NA,1,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,1,NA,1,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,"Yes",1,NA,1,1,NA,NA,NA,"I don't know",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Other",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No Crisis",30,"No","I can't remember",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1188,"Unaware","Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,1,1,1,NA,NA,NA,NA,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,1,NA,1,NA,NA,NA,NA,"Extremely important","Regular Use",NA,NA,NA,1,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,1,NA,"I don't know",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"All info needed is in publication",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm unaware of this","I'm aware of it, but don't use","I'm aware of it, but don't use","I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","No",NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,5,"Don't Know",75,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",10," Technology",1005," Communications Technologies","Tech & Comp Sciences","10","PhD Student"
1189,"Unaware","Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,1,1,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",1,NA,1,1,1,1,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Extremely important","Unaware",NA,NA,NA,NA,"Yes",1,1,1,1,NA,1,NA,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Don't Know",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9," Engineering",906," Electrical and Electronic Engineering","Engineering","09","Masters Student"
1190,"Some","Extremely important","Some Experience",NA,1,NA,NA,NA,"I have preregistered a study and am currently writing up the manuscript",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,1,1,NA,NA,NA,NA,"Somewhat important","Some Use",NA,NA,1,NA,NA,"Yes",NA,NA,NA,1,NA,1,NA,NA,NA,NA,"Somewhat important","Some Use",1,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"Yes",NA,1,NA,1,NA,NA,NA,"All",NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Need info from research team",1,1,NA,NA,NA,1,NA,NA,1,"I'm aware of it, but don't use","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","Yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,4,"Slight Crisis",90,"No","No","No","No","No","No",NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Yes","Yes",6," Biological Sciences",601," Biochemistry and Cell Biology","Math, Chem, Enviro, & Bio Sciences","06","PhD Student"
1191,"Unaware","Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,1,1,1,1,NA,NA,NA,NA,"Extremely important","Unaware",NA,NA,NA,NA,NA,"Yes",1,1,1,1,1,1,NA,NA,1,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,"No",1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,"Not at all","Unaware",NA,NA,NA,NA,"Yes",1,1,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,1,NA,NA,NA,NA,"I'm unaware of this","I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","No",1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,5,"Significant Crisis",30,"No","Yes","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",9," Engineering",912," Materials Engineering","Engineering","09","PhD Student"
1192,"Some","Not at all","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,1,1,1,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",1,1,NA,NA,NA,1,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,"Somewhat unimportant","Unaware",NA,NA,NA,NA,"Yes",1,1,NA,NA,NA,1,NA,"Some",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,1,1,NA,NA,"I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","Yes",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,5,"Slight Crisis",80,"No","No","No","No","No","No",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"No","No",8," Information and Computing Sciences",899," Other Information and Computing Sciences","Tech & Comp Sciences","08","PhD Student"
1193,"Aware, But Not Used","Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,1,NA,NA,NA,NA,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Somewhat important","Some Use",1,NA,1,1,NA,"No",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Not at all","Unaware",NA,NA,NA,NA,"No",1,1,1,1,NA,NA,NA,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I do not conduct research studies",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","No",1,1,1,1,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,5,"Don't Know",50,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"No","Yes",12," Built Environment and Design",1203," Design Practice and Management","Other","12","Lecturer"
1194,"Aware, But Not Used","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,1,NA,1,NA,NA,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,1,NA,NA,1,NA,NA,1,NA,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,"No",NA,NA,1,1,NA,1,NA,"Some",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"All info needed is in publication",NA,NA,NA,1,NA,1,NA,NA,NA,"I use this","I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","No",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,4,"Slight Crisis",90,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Yes","No",9," Engineering",913," Mechanical Engineering","Engineering","09","Masters Student"
1195,"Some","Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,1,1,1,NA,NA,1,NA,"Somewhat important","Some Use",NA,1,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,1,1,NA,NA,1,"Somewhat important","Some Use",NA,1,NA,NA,NA,"Yes",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,"Somewhat important","Extensive Experience",1,NA,1,1,"No",1,1,1,NA,NA,1,NA,"Most",NA,1,1,1,1,1,NA,NA,1,1,"All info needed is in publication",1,1,1,NA,NA,1,NA,NA,1,"I'm aware of it, but don't use","I'm aware of it, but don't use","I use this","I'm unaware of this","I use this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this",NA,"I use this","Yes",1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,4,"Slight Crisis",29,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,"Yes","Yes",11," Medical and Health Sciences",1109," Neurosciences","Medical & Health Sciences","11","Professor"
1196,"Aware, But Not Used","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,NA,NA,NA,NA,NA,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,1,NA,1,NA,NA,1,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,1,NA,NA,NA,NA,1,1,1,1,1,1,"Somewhat important","Unaware",NA,NA,NA,NA,"No",1,NA,1,1,NA,1,NA,"I don't know",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Other",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,"Don't Know",30,NA,NA,NA,NA,"I can't remember","I can't remember",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"No","No",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","PhD Student"
1197,"Aware, But Not Used","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,NA,NA,1,NA,NA,NA,1,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,1,NA,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,"Somewhat important","Unaware",NA,NA,NA,NA,"No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All info needed is openly available",NA,NA,NA,NA,NA,NA,1,NA,NA,"I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I use this","Yes",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,"Significant Crisis",20,"No","No","No","No","No","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"No","Yes",17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","17","PhD Student"
1198,"Unaware","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,NA,NA,1,NA,NA,NA,NA,NA,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,1,NA,1,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"Not at all","Unaware",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All info needed is in publication",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,"No Crisis",80,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",11," Medical and Health Sciences",1106," Human Movement and Sports Science","Medical & Health Sciences","11","PhD Student"
1199,"Some","Not at all","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
